number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_drop_correlated,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_num_round,params_number_features,params_objective,params_rate_drop,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
0,60.17127158100059,2022-10-24 18:05:35.753084,2022-10-24 18:05:58.645014,0 days 00:00:22.891930,36.58201619571843,gbtree,0.5756230914160778,yes,0.2728673568062522,rmse,ANOVA,1.2529078326418606,867.5657456630031,10,6.934884882255505,50,30.0,reg:squarederror,,True,0.7531923985828232,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=867.5657456630031,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=10,
                                                                max_leaves=None,
                                                                min_child_weight=6.934884882255505,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=30))])",yes,ANOVA,30.0,retained,no,10.140649134913238,5.7101424903304006,19.627036817006974,19.00583486383676,7.344460762381185,60.17127158100059,COMPLETE
1,57.49843105536303,2022-10-24 18:05:58.834020,2022-10-24 18:06:09.951010,0 days 00:00:11.116990,0.49972784065643716,gbtree,0.8138817266983857,no,0.12541104082730825,rmse,ANOVA,0.2998842372714886,13.360426928449684,6,10.52227463510853,50,5.0,reg:squarederror,,True,0.7607537160280969,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=13.360426928449684,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=6,
                                                                max_leaves=None,
                                                                min_child_weight=10.52227463510853,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=5))])",no,ANOVA,5.0,retained,no,14.212408633903044,5.2256601316770785,53.00251429491638,14.738147298703126,5.278077710524497,57.49843105536303,COMPLETE
2,68.18620006563847,2022-10-24 18:06:10.154180,2022-10-24 18:06:51.548301,0 days 00:00:41.394121,0.34787043973517046,dart,0.8806994124295388,no,0.4293222467350165,rmse,MutualInformation,0.1755526594171832,1.144304732115539,3,2.278283524056196,50,10.0,reg:squarederror,0.44411045084867223,True,0.5207244625040303,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=1.144304732115539,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=3,
                                                                max_leaves=None,
                                                                min_child_weight=2.278283524056196,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=10))])",no,MutualInformation,10.0,retained,no,27.231786004450374,13.483529592024738,65.65696317081434,27.523957794179164,13.572170290332034,68.18620006563847,COMPLETE
3,59.788651496291884,2022-10-24 18:06:51.711697,2022-10-24 18:07:02.425642,0 days 00:00:10.713945,0.8417170868147147,gbtree,0.7588464393866539,no,0.3641706421832429,rmse,ANOVA,0.11276484632956171,66.84068956142526,7,0.6649108135921268,50,1.0,reg:squarederror,,True,0.5511742390254009,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=66.84068956142526,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=7,
                                                                max_leaves=None,
                                                                min_child_weight=0.6649108135921268,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=1))])",no,ANOVA,1.0,retained,no,15.411974523674367,6.062008556038411,54.43470168646213,15.774702508917471,6.168152379628908,59.788651496291884,COMPLETE
4,73.22426235367776,2022-10-24 18:07:02.599802,2022-10-24 18:07:25.342951,0 days 00:00:22.743149,32.169448630473504,dart,0.578606789412157,yes,0.15756729708347114,rmse,ANOVA,2.264111528670267,724.1546454568894,9,98.28857026342195,50,3.0,reg:squarederror,0.00022084789574957898,True,0.8063615736488038,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=724.1546454568894,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=9,
                                                                max_leaves=None,
                                                                min_child_weight=98.28857026342195,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=3))])",yes,ANOVA,3.0,retained,no,30.08587386335547,16.84508987358073,73.75258249264347,30.037477033459794,16.823414766178384,73.22426235367776,COMPLETE
5,103.78480943226202,2022-10-24 18:07:25.543000,2022-10-24 18:08:08.038517,0 days 00:00:42.495517,2.6394938042194647,dart,0.5481390983549954,yes,0.13527225939740295,rmse,FeatureImportance_ET,4.148762326769556,179.60496801902553,3,40.188011769867735,50,1.0,reg:squarederror,0.6476545523889669,True,0.9699485542260512,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=179.60496801902553,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=3,
                                                                max_leaves=None,
                                                                min_child_weight=40.188011769867735,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=1))])",yes,FeatureImportance_ET,1.0,retained,no,49.502988033428494,27.335774915687665,102.32502567692264,49.69607484599632,27.327949055179037,103.78480943226202,COMPLETE
6,59.90564555852785,2022-10-24 18:08:08.222663,2022-10-24 18:08:26.668276,0 days 00:00:18.445613,24.633639915275843,gbtree,0.7136876959147768,yes,0.4253978959550673,rmse,Lasso,3.588413732903671,0.49343128341858433,4,0.9679894381080256,50,12.0,reg:squarederror,,True,0.6535811897974644,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.49343128341858433,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=4,
                                                                max_leaves=None,
                                                                min_child_weight=0.9679894381080256,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=12))])",yes,Lasso,12.0,retained,no,13.170337779979702,6.2561539759122695,29.28480078834433,16.887992392232245,6.396832286028648,59.90564555852785,COMPLETE
7,58.89303911341657,2022-10-24 18:08:26.857971,2022-10-24 18:08:59.177764,0 days 00:00:32.319793,3.952661138827788,gbtree,0.5937514899812381,,0.20066529636002362,rmse,FeatureWiz,6.248124190244881,362.4796342211043,5,0.12135371798270747,50,,reg:squarederror,,True,0.7273005500777981,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                gpu_id=None,
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=362.4796342211043,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=5,
                                                                max_leaves=None,
                                                                min_child_weight=0.12135371798270747,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...)))])",no,FeatureWiz,,retained,no,13.468865605187988,6.417569933697917,32.89114420489692,16.666044319237788,6.759504992940269,58.89303911341657,COMPLETE
8,55.77143245588123,2022-10-24 18:08:59.444821,2022-10-24 18:09:25.128419,0 days 00:00:25.683598,91.6641570879104,dart,0.5448322441663604,yes,0.2530829634322601,rmse,ANOVA,0.3440013333198808,0.11390126989782559,4,11.252323581932279,50,13.0,reg:squarederror,0.0022064683326116414,True,0.8832976330697873,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_mo...
                                                                grow_policy=None,
                                                                importance_type=None,
                                                                interaction_constraints=None,
                                                                lambdas=0.11390126989782559,
                                                                learning_rate=None,
                                                                max_bin=None,
                                                                max_cat_to_onehot=None,
                                                                max_delta_step=None,
                                                                max_depth=4,
                                                                max_leaves=None,
                                                                min_child_weight=11.252323581932279,
                                                                missing=nan,
                                                                monotone_constraints=None,
                                                                n_estimators=100,
                                                                n_jobs=None,
                                                                num_parallel_tree=None,
                                                                num_round=50, ...),
                                             number=13))])",yes,ANOVA,13.0,retained,no,14.27109210532953,5.976760414547528,40.965979581353714,15.991940877742953,6.166785158447264,55.77143245588123,COMPLETE
